district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 6,4.52,4.74,4.57,4.65,4.48,4.78,4.43,1.0,District 6,Entire home/apt,6,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$95.00,1,365,1,bath,0,0
District 5,4.92,4.94,4.8,5.0,4.98,4.9,4.94,1.0,District 5,Entire home/apt,10,3 baths,3.0,6.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Crib"", ""Iron"", ""Bed linens"", ""Dryer"", ""Hair dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Free parking garage on premises \u2013 2 spaces"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$280.00,2,1125,3,baths,0,0
District 34,4.5,5.0,4.5,5.0,5.0,5.0,4.5,1.0,District 34,Entire home/apt,6,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$99.00,28,1125,1,bath,0,0
District 19,4.98,4.99,4.97,4.97,4.99,4.95,4.95,1.0,District 19,Entire home/apt,6,1 bath,2.0,2.0,"[""Microwave"", ""Outlet covers"", ""Wifi"", ""Freezer"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Tresemme conditioner"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Tresemme  shampoo"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Ceiling fan"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Zogics Citrus + Aloe Bodywash body soap"", ""Hot water kettle"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$109.00,1,150,1,bath,0,0
District 19,4.7,4.87,4.66,4.77,4.91,4.96,4.68,1.0,District 19,Hotel room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Clothing storage: walk-in closet and closet"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,1125,1,private,bath,1
District 5,4.96,4.99,4.99,4.99,4.99,4.85,4.89,1.0,District 5,Entire home/apt,10,3 baths,3.0,6.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""Hangers"", ""Baking sheet"", ""Paid parking lot on premises"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""First aid kit"", ""Kitchen"", ""Whirlpool gas stove"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Free parking garage on premises \u2013 2 spaces"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$179.00,3,120,3,baths,0,0
District 17,4.75,4.94,4.63,4.81,4.63,4.5,4.5,1.0,District 17,Entire home/apt,10,3.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Essentials"", ""Extra pillows and blankets"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Clothing storage: walk-in closet and closet"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free parking garage on premises"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Dedicated workspace: table"", ""Cleaning before checkout"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""standard stainless steel gas stove"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Stainless steel refrigerator"", ""Central heating"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Dishes and silverware"", ""standard shampoo"", ""Central air conditioning"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""standard stainless steel oven"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""standard body soap"", ""Security cameras on property"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$222.00,2,365,3,baths,0,0
District 17,4.85,4.91,4.95,4.94,4.95,4.92,4.83,1.0,District 17,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$55.00,30,1125,1,private,bath,1
District 6,4.83,4.83,4.93,4.88,4.9,4.8,4.65,1.0,District 6,Entire home/apt,2,1 bath,1.0,1.0,"[""Wifi"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Free street parking"", ""Carbon monoxide alarm"", ""HDTV with Netflix, Amazon Prime Video"", ""Free driveway parking on premises"", ""Mini fridge"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Cleaning products"", ""Pour-over coffee"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Hot water kettle"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$149.00,1,1125,1,bath,0,0
District 19,4.95,4.96,4.96,4.96,4.96,4.98,4.84,1.0,District 19,Entire home/apt,8,2 baths,3.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$328.00,3,30,2,baths,0,0
District 2,4.88,4.93,4.93,4.98,4.91,4.81,4.84,1.0,District 2,Entire home/apt,3,1 bath,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$98.00,2,1125,1,bath,0,0
District 5,4.98,4.98,4.98,5.0,4.98,4.82,4.95,1.0,District 5,Entire home/apt,4,2.5 baths,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property""]",$314.00,2,7,2,baths,0,0
District 17,4.91,4.91,4.87,4.96,4.98,4.91,4.9,1.0,District 17,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$90.00,2,365,1,bath,0,0
District 6,4.8,4.69,4.55,4.84,4.88,4.69,4.76,1.0,District 6,Entire home/apt,10,2.5 baths,3.0,5.0,"[""Microwave"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""TV with standard cable"", ""Kitchen"", ""Essentials"", ""Refrigerator"", ""Cable TV"", ""Hangers"", ""Smoke alarm"", ""Shampoo"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Long term stays allowed""]",$222.00,1,365,2,baths,0,0
District 19,4.89,4.96,4.94,4.79,4.96,4.98,4.79,1.0,District 19,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Air conditioning"", ""Elevator"", ""Smoke alarm""]",$171.00,1,14,1,bath,0,0
District 5,5.0,5.0,4.33,4.33,5.0,5.0,5.0,0.9,District 5,Entire home/apt,10,4 baths,3.0,7.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed""]",$153.00,2,365,4,baths,0,0
District 17,4.92,4.92,4.85,4.96,4.94,4.83,4.9,1.0,District 17,Entire home/apt,12,4 baths,4.0,8.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$365.00,2,90,4,baths,0,0
District 2,4.95,4.97,4.99,4.99,4.99,4.75,4.94,1.0,District 2,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$89.00,2,1125,1,bath,0,0
District 5,4.93,4.98,4.98,4.97,5.0,4.7,4.92,1.0,District 5,Entire home/apt,10,2.5 baths,3.0,6.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Crib"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Outdoor furniture"", ""Laundromat nearby"", ""Washer"", ""Sound system"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Drying rack for clothing"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$234.00,2,1125,2,baths,0,0
District 17,4.92,4.99,4.89,4.92,4.95,4.92,4.89,1.0,District 17,Entire home/apt,12,4 baths,4.0,6.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""TV with Roku"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Fireplace guards"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$243.00,2,1125,4,baths,0,0
District 19,4.86,4.9,4.79,4.95,4.96,4.88,4.82,1.0,District 19,Entire home/apt,6,1 bath,1.0,3.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Room-darkening shades"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Elevator"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$137.00,2,1125,1,bath,0,0
District 15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 15,Entire home/apt,8,2 baths,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$120.00,2,1125,2,baths,0,0
District 8,4.94,4.96,4.92,4.97,4.95,4.87,4.83,1.0,District 8,Entire home/apt,7,2 baths,3.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Long term stays allowed""]",$195.00,1,1125,2,baths,0,0
District 20,4.92,4.95,4.83,4.97,4.99,4.94,4.9,1.0,District 20,Entire home/apt,8,2.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Beach essentials"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Private patio or balcony"", ""Dryer"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bread maker"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""High chair"", ""Private pool""]",$151.00,2,1125,2,baths,0,0
District 5,4.87,4.8,5.0,5.0,5.0,4.67,4.6,1.0,District 5,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$239.00,2,1125,1,bath,0,0
District 6,4.86,4.86,4.72,5.0,4.86,4.97,4.76,1.0,District 6,Entire home/apt,6,2 baths,2.0,2.0,"[""Dedicated workspace"", ""Dryer"", ""Keypad"", ""TV"", ""Wifi"", ""Air conditioning"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""Private entrance"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Hair dryer"", ""Iron""]",$160.00,1,1125,2,baths,0,0
District 22,5.0,4.96,4.86,5.0,4.96,4.86,4.89,1.0,District 22,Entire home/apt,8,4.5 baths,3.0,5.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$387.00,3,1125,4,baths,0,0
District 5,4.77,4.89,4.89,4.89,4.88,4.63,4.83,0.97,District 5,Entire home/apt,8,2 baths,2.0,4.0,"[""Microwave"", ""Wifi"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$176.00,1,365,2,baths,0,0
District 19,4.81,4.69,4.73,4.73,4.65,5.0,4.77,1.0,District 19,Hotel room,6,1 private bath,1.0,5.0,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""Host greets you"", ""Essentials"", ""Elevator"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$324.00,1,1125,1,private,bath,1
District 6,4.73,4.74,4.5,4.91,4.9,4.96,4.67,1.0,District 6,Entire home/apt,2,1 bath,1.0,1.0,"[""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$119.00,2,365,1,bath,0,0
District 1,4.88,4.91,4.87,4.99,4.96,4.92,4.8,1.0,District 1,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Free driveway parking on premises \u2013 2 spaces"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Outdoor furniture"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$205.00,1,1125,1,bath,0,0
District 7,4.86,4.86,4.93,5.0,4.86,5.0,5.0,0.99,District 7,Entire home/apt,8,2 baths,2.0,2.0,"[""Microwave"", ""Wifi"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Bed linens"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$176.00,2,1125,2,baths,0,0
