district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37201,4.77,4.79,4.79,4.95,4.94,4.71,4.7,1.0,Entire home/apt,6,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$116.00,3,1125,District 37201,1,bath,0,0
District 37219,4.77,4.79,4.79,4.95,4.94,4.71,4.7,1.0,Entire home/apt,6,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$116.00,3,1125,District 37219,1,bath,0,0
District 37243,4.77,4.79,4.79,4.95,4.94,4.71,4.7,1.0,Entire home/apt,6,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$116.00,3,1125,District 37243,1,bath,0,0
District 37201,4.96,4.97,4.96,4.98,5.0,4.85,4.92,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,30,District 37201,1,bath,0,0
District 37219,4.96,4.97,4.96,4.98,5.0,4.85,4.92,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,30,District 37219,1,bath,0,0
District 37243,4.96,4.97,4.96,4.98,5.0,4.85,4.92,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,30,District 37243,1,bath,0,0
District 37201,4.94,4.93,4.94,4.97,4.97,4.82,4.9,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Free parking garage on premises \u2013 6 spaces"", ""LG Bluetooth Bluetooth sound system"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Dedicated workspace: table"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$242.00,3,1125,District 37201,2,baths,0,0
District 37219,4.94,4.93,4.94,4.97,4.97,4.82,4.9,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Free parking garage on premises \u2013 6 spaces"", ""LG Bluetooth Bluetooth sound system"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Dedicated workspace: table"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$242.00,3,1125,District 37219,2,baths,0,0
District 37243,4.94,4.93,4.94,4.97,4.97,4.82,4.9,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Free parking garage on premises \u2013 6 spaces"", ""LG Bluetooth Bluetooth sound system"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Dedicated workspace: table"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$242.00,3,1125,District 37243,2,baths,0,0
District 37201,4.94,4.95,4.97,4.99,4.97,4.85,4.92,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Cable TV"", ""Waterfront"", ""Beach essentials"", ""Bathtub"", ""Dedicated workspace: table"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Bluetooth sound system"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Oven"", ""Coffee maker"", ""Toaster"", ""Free parking on premises \u2013 6 spaces"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$230.00,3,30,District 37201,2,baths,0,0
District 37219,4.94,4.95,4.97,4.99,4.97,4.85,4.92,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Cable TV"", ""Waterfront"", ""Beach essentials"", ""Bathtub"", ""Dedicated workspace: table"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Bluetooth sound system"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Oven"", ""Coffee maker"", ""Toaster"", ""Free parking on premises \u2013 6 spaces"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$230.00,3,30,District 37219,2,baths,0,0
District 37243,4.94,4.95,4.97,4.99,4.97,4.85,4.92,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""50\"" HDTV with Roku, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Cable TV"", ""Waterfront"", ""Beach essentials"", ""Bathtub"", ""Dedicated workspace: table"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Fireplace guards"", ""Bluetooth sound system"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Oven"", ""Coffee maker"", ""Toaster"", ""Free parking on premises \u2013 6 spaces"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$230.00,3,30,District 37243,2,baths,0,0
District 37201,4.77,4.79,4.76,4.98,4.97,4.66,4.73,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$159.00,1,1125,District 37201,2,baths,0,0
District 37219,4.77,4.79,4.76,4.98,4.97,4.66,4.73,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$159.00,1,1125,District 37219,2,baths,0,0
District 37243,4.77,4.79,4.76,4.98,4.97,4.66,4.73,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$159.00,1,1125,District 37243,2,baths,0,0
District 37201,4.73,4.8,4.74,4.9,4.87,4.76,4.66,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""HDTV with Roku"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,1125,District 37201,1,bath,0,0
District 37219,4.73,4.8,4.74,4.9,4.87,4.76,4.66,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""HDTV with Roku"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,1125,District 37219,1,bath,0,0
District 37243,4.73,4.8,4.74,4.9,4.87,4.76,4.66,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""HDTV with Roku"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,1125,District 37243,1,bath,0,0
District 37201,4.84,4.87,4.86,4.95,4.94,4.79,4.82,1.0,Entire home/apt,7,1.5 baths,2.0,3.0,"[""Wifi"", ""Indoor fireplace"", ""Bathroom essentials"", ""Heating"", ""Full kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Free parking on premises"", ""Washer"", ""Suitable for events"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm""]",$178.00,1,1125,District 37201,1,baths,0,0
District 37219,4.84,4.87,4.86,4.95,4.94,4.79,4.82,1.0,Entire home/apt,7,1.5 baths,2.0,3.0,"[""Wifi"", ""Indoor fireplace"", ""Bathroom essentials"", ""Heating"", ""Full kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Free parking on premises"", ""Washer"", ""Suitable for events"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm""]",$178.00,1,1125,District 37219,1,baths,0,0
District 37243,4.84,4.87,4.86,4.95,4.94,4.79,4.82,1.0,Entire home/apt,7,1.5 baths,2.0,3.0,"[""Wifi"", ""Indoor fireplace"", ""Bathroom essentials"", ""Heating"", ""Full kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Free parking on premises"", ""Washer"", ""Suitable for events"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm""]",$178.00,1,1125,District 37243,1,baths,0,0
District 37201,4.47,4.68,4.47,4.9,4.6,4.56,4.51,0.86,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$107.00,1,1125,District 37201,1,bath,0,0
District 37219,4.47,4.68,4.47,4.9,4.6,4.56,4.51,0.86,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$107.00,1,1125,District 37219,1,bath,0,0
District 37243,4.47,4.68,4.47,4.9,4.6,4.56,4.51,0.86,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$107.00,1,1125,District 37243,1,bath,0,0
District 37201,4.69,4.75,4.62,4.97,4.94,4.68,4.65,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Clothing storage: dresser"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Room-darkening shades"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$172.00,1,1125,District 37201,1,bath,0,0
District 37219,4.69,4.75,4.62,4.97,4.94,4.68,4.65,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Clothing storage: dresser"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Room-darkening shades"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$172.00,1,1125,District 37219,1,bath,0,0
